loss,reward
1.8305995464324951,141.0
0.1760341078042984,36.0
0.13121798634529114,104.0
0.385873019695282,153.0
0.14190465211868286,109.0
0.22461360692977905,253.0
0.1360733062028885,177.0
0.1654922217130661,204.0
0.227676659822464,189.0
2.494217872619629,231.0
4.505006313323975,243.0
0.24876143038272858,181.0
0.3088984489440918,71.0
0.2622038722038269,315.0
0.1397433876991272,264.0
1.8927812576293945,166.0
2.7003753185272217,222.0
0.9101449847221375,229.0
0.21587228775024414,18.0
0.27854689955711365,171.0
5.298105239868164,156.0
0.2043445110321045,176.0
0.2759512662887573,192.0
0.4030918478965759,35.0
2.4883458614349365,190.0
0.1509270817041397,295.0
0.31546127796173096,257.0
0.24488699436187744,247.0
0.3390361964702606,308.0
0.3637940585613251,47.0
0.404746949672699,363.0
0.5696344971656799,279.0
3.2873916625976562,254.0
0.3849985599517822,228.0
9.345088958740234,322.0
0.8123243451118469,212.0
0.2890477478504181,70.0
1.449817180633545,198.0
0.5908851623535156,60.0
0.4008658826351166,439.0
6.624362945556641,222.0
1.9619686603546143,243.0
6.105544090270996,84.0
4.79979944229126,100.0
0.32142728567123413,52.0
0.73579341173172,220.0
0.38932469487190247,132.0
0.70216965675354,393.0
0.41687220335006714,177.0
1.4838460683822632,27.0
1.2585755586624146,254.0
1.497373104095459,316.0
0.40971311926841736,454.0
3.991243600845337,265.0
0.45471006631851196,287.0
3.8402249813079834,56.0
0.2351212501525879,187.0
0.4993607699871063,193.0
0.26279109716415405,233.0
0.3677108883857727,347.0
0.5828585624694824,205.0
0.3975154161453247,339.0
0.4585127830505371,184.0
0.2396259307861328,152.0
0.33874738216400146,154.0
0.36094290018081665,84.0
1.8945086002349854,199.0
0.29852449893951416,273.0
1.7814209461212158,77.0
1.2794331312179565,10.0
6.900181770324707,259.0
0.316066712141037,119.0
4.426732063293457,327.0
0.28514793515205383,130.0
0.2099822759628296,166.0
1.3098630905151367,131.0
0.43024080991744995,183.0
0.4887152910232544,72.0
0.3578304052352905,265.0
0.6626064777374268,287.0
0.6013151407241821,201.0
0.5828698873519897,257.0
0.23301765322685242,324.0
0.16900286078453064,41.0
0.2848026752471924,200.0
0.7407238483428955,212.0
0.4763825535774231,240.0
3.858999490737915,36.0
4.836943626403809,197.0
0.16790036857128143,205.0
1.8674070835113525,201.0
0.6735296249389648,306.0
0.32676392793655396,201.0
11.30556869506836,191.0
5.967287540435791,209.0
0.35499897599220276,103.0
0.5661556124687195,78.0
0.41782882809638977,201.0
5.002308368682861,228.0
3.459014892578125,207.0
0.24631978571414948,127.0
5.155223846435547,204.0
0.9914501905441284,209.0
1.6467567682266235,114.0
1.2529349327087402,292.0
2.1010873317718506,153.0
0.3821403384208679,256.0
0.24823197722434998,354.0
11.798185348510742,281.0
1.0678428411483765,190.0
0.4504612684249878,112.0
2.2122061252593994,260.0
0.7730391025543213,16.0
0.12559407949447632,219.0
0.3515810966491699,247.0
0.38112837076187134,177.0
1.1941862106323242,193.0
0.3123389482498169,234.0
0.3003078103065491,215.0
0.3128412961959839,212.0
0.41810712218284607,195.0
0.8549531698226929,21.0
0.3616689145565033,77.0
0.7696808576583862,314.0
0.4519732892513275,272.0
1.0791151523590088,107.0
7.30128812789917,36.0
0.16431045532226562,84.0
0.47233203053474426,218.0
3.340632677078247,81.0
1.9630939960479736,231.0
0.17946524918079376,239.0
0.2530686855316162,61.0
4.086899757385254,122.0
4.321800708770752,473.0
0.6792242527008057,128.0
0.3773261308670044,102.0
0.42079389095306396,117.0
1.1070263385772705,200.0
1.2917594909667969,258.0
0.35869157314300537,34.0
0.163567915558815,43.0
0.9002895951271057,212.0
0.22949901223182678,281.0
3.2815639972686768,43.0
0.49819010496139526,212.0
0.7177472710609436,189.0
0.8878360986709595,94.0
1.4222149848937988,96.0
0.12977856397628784,177.0
1.1989567279815674,230.0
0.21941253542900085,97.0
0.926716148853302,56.0
0.46233803033828735,200.0
0.4394504427909851,115.0
0.2318558543920517,241.0
0.3847614526748657,190.0
2.9986572265625,223.0
0.4417605698108673,158.0
0.10644508898258209,239.0
0.44389858841896057,93.0
10.714786529541016,132.0
3.2007477283477783,225.0
